供应商ID,材料分类,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024,W025,W026,W027,W028,W029,W030,W031,W032,W033,W034,W035,W036,W037,W038,W039,W040,W041,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W081,W082,W083,W084,W085,W086,W087,W088,W089,W090,W091,W092,W093,W094,W095,W096,W097,W098,W099,W100,W101,W102,W103,W104,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,W149,W150,W151,W152,W153,W154,W155,W156,W157,W158,W159,W160,W161,W162,W163,W164,W165,W166,W167,W168,W169,W170,W171,W172,W173,W174,W175,W176,W177,W178,W179,W180,W181,W182,W183,W184,W185,W186,W187,W188,W189,W190,W191,W192,W193,W194,W195,W196,W197,W198,W199,W200,W201,W202,W203,W204,W205,W206,W207,W208,W209,W210,W211,W212,W213,W214,W215,W216,W217,W218,W219,W220,W221,W222,W223,W224,W225,W226,W227,W228,W229,W230,W231,W232,W233,W234,W235,W236,W237,W238,W239,W240
S180,A,0,0,0,0,0,0,0,0,0,0,0,2.99946,0.999852,0,0,0.999831,2.998986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999874,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999842,1.99945,0,0,2.999745,0,0,0,0,0,0.999915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99949,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998352,0,0.999778,2.999778,0,0,0,0,0,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S181,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999746,0,0.999863,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999852,0.999704,0,0,0,0,0,0,4.99979,0,0,0,0,0,0,0,0,0,1.999366,0.999683,0,0,1.999852,0,0,2.999745,0,0,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0.999049,5.993916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998058,0,0.99982,0,0,0,3.999748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S182,B,1.999788,0,0,0,1.99741,0,0.999676,0,0,0,2.999493,1.99964,2.999556,0,10.999186,0,4.99831,0,1.999852,0,4.996765,0,2.996115,0,3.9918,0,0.999514,0,3.997412,0,2.99889,0,1.999472,0,2.999715,0,2.999619,0,4.99979,0,0,0,1.999788,0,1.999978,0,1.999978,0,1.998058,0,3.998436,0,2.999028,0,2.999028,0,0.999662,0,2.999526,0,0.999842,0,0,0,2.999745,0.999947,5.999304,0,2.999874,0,5.996118,0,1.999352,0,4.996765,0,0.998705,0,2.99886,0,1.99964,0.999894,1.999578,0,4.999575,0,1.99983,1.999958,8.999622,0,4.999945,0,1.999958,0,2.999967,0,0,0,2.999028,0,4.996765,0,2.998383,0,3.99924,2.999271,2.999526,2.999175,1.99983,0,0.999915,10.998372,5.998224,0,1.999768,0,0.999915,0,0,0,2.999904,0,2.99943,0,3.99482,0,1.998706,0,0.999144,0,0.999683,0,1.99962,0,4.999895,0,2.999745,0,0.999989,0.999937,2.999967,0,0.999989,0,3.98446,0,2.99943,0,3.98964,0,0.997961,0,2.996481,0,0.998986,0,0,0,2.999334,0,0.999937,0,2.999874,0,1.999936,0,1.998706,0,1.98983,0,0,0,4.996765,0,1.998058,0,4.995145,0,1.99964,0,1.999852,0,1.999874,0,1.999874,0,1.99981,0,2.999028,0,1.999352,0,2.998059,0,0.999546,0,2.998059,0,2.987415,0,0.998119,0,2.999028,0,0,0,3.999704,0,1.999916,0,2.999874,0,2.999967,0,1.999936,0,3.996116,0,5.998056,0,4.996765,0,2.997087,0,1.999352,0,5.998032,0,2.999556,0,4.99963,0,1.999894,0,0.999947,0,1.999936,0,3.99482,0
S183,A,0,0,0,0,0,0,0,0,0,0,0,1.99964,0,0,0,1.999662,3.998648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999746,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,0.999926,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999725,0,0,3.99966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99966,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999049,0,0,2.999619,0,4.99889,0,0,0,0,0,0,0,0,0,0.994915,0,0,0,0,0,0,0,0,0.999176,5.99892,0,5.999556,0.999915,0,0,0,0,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S184,B,0,0,0,0,0,0,0,0,0,6.998222,2.999493,0,0,0,0,2.999493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,0,0,0.999926,0,0,0.999958,0.999968,0,0,0,11.999748,14.999835,23.7966,3.989236,0,7.997408,19.71632,0.999353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,0,0,2.99943,3.986076,0,0,0,0.997781,0,1.999366,0,0.999704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999808,5.996118,1.98644,0,0,0,1.975178,0,0,0,0.99813,0,0.999176,0.99982,0.999778,0,0,0.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S185,B,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,0,0,1.999662,3.998648,0,0.999926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999746,0,2.999874,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999682,0,0,0,0,3.999832,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999915,2.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998098,0.998986,0.99944,0.999873,0.999915,0.999778,0,1.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999029,1.998352,7.99856,0.999778,6.999482,1.99983,0,0,0,0,0.999905,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S186,A,154.98357,0,0,0,0,0,0,0,0,0,0,0,0,0,286.978762,1618.726389,1534.48117,1371.942376,1148.914974,1918.90104,1991.710529,1568.982741,9294.947435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30974.366955,2551.811152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2802.15573,0,0,0,0,0,0,0,473.980092,434.990865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.887002,1030.923706,981.91653,984.937945,1032.923558,959.93952,1057.966144,961.90861,2248.952771,2140.306316,950.949597,7526.560604,3432.17259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S187,B,2.999682,0,0.999546,0,2.996115,0,0,0,1.999492,0,1.999662,0.99982,5.999112,0,7.999408,0,3.998648,0,2.999778,0,2.998059,0,3.99482,0.99322,0.99795,0,2.998542,0,1.998706,0,3.99852,0,1.999472,0,0,0,3.999492,0,3.999832,0,3.998816,0,3.999576,0,2.999967,0,3.999956,0,0.999029,0,4.998045,0,9.99676,0,2.999028,0,2.998986,0,0,0,2.999526,0,4.99926,0,4.999575,1.999894,3.999536,0,2.999874,0,6.995471,0,2.999028,0,2.998059,0,2.996115,0,1.99924,0,5.99892,1.999788,3.999156,0,0.999915,0,2.999745,0.999979,7.999664,0,0.999989,0,2.999937,0,2.999967,0,0,0,2.999028,0,2.998059,0,4.997305,0,1.99962,2.999271,2.999526,1.99945,4.999575,0,2.999745,3.999408,2.999112,0,2.999652,0,2.999745,0,0.999979,0,4.99984,0,1.99962,0,6.990935,0,3.997412,0,3.996576,0,2.999049,1.999408,2.99943,0,4.999895,0,0.999915,0,3.999956,0.999937,1.999978,0,0.999989,0,3.98446,0,3.99924,0,3.98964,0,3.991844,0,0.998827,0,2.996958,0.99944,3.999492,0,1.999556,0,2.999811,0,2.999874,0,0.999968,0,3.997412,0,3.97966,0,1.998754,0,0.999353,0,1.998058,0,3.996116,0,4.9991,0,2.999778,0,1.999874,0,2.999811,0,3.99962,0,1.999352,0,0.999676,0,3.997412,0,3.998184,0,5.996118,0,3.98322,0,2.994357,0,2.999028,0,1.99983,0,1.999852,0,0.999958,0,1.999916,0,4.999945,0,2.999904,0,1.998058,0,1.999352,0,1.998706,0,0.999029,0,4.99838,0,2.999016,0,3.999408,0,5.999556,0,1.999894,0,1.999894,0,0.999968,0,2.996115,0
S188,A,0,0,0.999546,0,0,0.992908,0.999676,0,0,0,0,0.99982,0,0,0,0,0,0,1.999852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.998984,0,0,0,0,0,0.999894,0,0,0,0,0,0,0,0,0.999609,0,0.999676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999353,0.994681,0,0,0,0,0,0,0,0,0,0,0.999915,0,0,0,0,0,0,0,0,0.991525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999915,0,0,0,0,0,0,0,0,0,2.989557,0.998705,0,0,0.997781,0,0,0,0,0,0,0,0,3.99966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999904,0,0,0,0,0,0,0,0,0,0,0,0,0.999176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.992908,0,0,0,0,0,1.998268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999989,0,0,0,0,0,0
S189,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.996448,1.999408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.998357,0,0,0,5.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.998668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S190,A,0,0,0,0,0,0,0,0,0,0,0,1.99964,0,0,0,0,5.997972,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999873,0,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999682,0,1.999852,0,0,0.999958,0.999968,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99945,0,0,1.99983,0.999852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99983,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999049,0,0,0,0.999915,0.999778,0,0,0,0,0,0,0,0,0,1.98983,0,0,0,0,0,0,0,0.999029,0.999176,5.99892,0.999778,5.999556,2.999745,0,0,0,0,2.999715,0,0,2.999841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S191,C,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,0,0,0,4.99831,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99945,0,0,1.99983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.999575,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999176,0,0,3.999704,1.99983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S192,C,0,0,0,0,0,0,0,0,0,0,0.999831,0.99982,0.999852,0.999958,0,0.999831,6.997634,0,0,0.99322,0.999353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999746,0,5.999748,0,0,1.999788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.998622,0,0,0,0.999979,0.999958,0,0,1.999978,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,2.999271,3.999368,1.99945,0,1.999916,4.999575,2.999556,0,12.998895,0,0,0.999915,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999366,8.997336,0.99981,0.999926,0,10.999065,2.999745,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999049,0,0,1.999746,0,2.999334,0,1.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.997528,2.99946,0,4.99963,1.99983,16.998929,0,0,0,0.999905,6.999853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S193,A,0,0,0,0,0,0,0,0,0,0,0,0,17.997336,15.999328,2.999778,19.99662,16.994254,4.99979,21.998372,11.91864,0,29.99967,35.95338,69.5254,70.85445,63.983744,66.967438,76.590437,76.950181,87.70168,72.97299,72.98613,91.975712,77.98596,73.99297,87.977648,83.989332,98.986437,74.99685,87.99164,77.976912,82.991202,68.992686,58.996283,60.999329,73.996892,76.999153,83.998236,70.931059,53.973756,71.971848,71.234064,74.9757,81.30505,57.981208,50.984904,65.977692,62.986707,45.992732,51.992304,33.994628,31.994592,35.994672,34.99741,33.99711,32.998251,34.99594,30.997706,42.998194,31.998656,35.976708,29.78724,19.99352,13.993644,14.990295,15.914896,17.97669,16.789013,12.99506,11.997216,12.99766,11.998728,11.997468,10.998834,12.998895,12.999038,4.999575,0,0,11.999616,262.997107,421.995358,458.990361,536.988723,560.993829,586.9828,500.649118,537.789642,554.82018,581.63144,131.914596,0,0,0,0,0,0,0,0,0,0,0,0,0,105.987704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998224,0.99981,0,0,0,0,0,0,1.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S194,A,0,0,0,0,0,0,0,0,0,0.999746,0,5.99892,0,0.999958,0,0,0.999662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999905,8.997714,0,0,0,1.99981,0,0,0,0,0,0,0,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.998945,0,0,0.999926,0.999915,1.999958,23.998992,0,0,3.999956,0,0,0,0,0,0,0,0,0,0,0,0,1.99962,0,0,0,0,0,0,0.999852,0.999704,1.99983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99572,1.999366,0,0,0,0.999926,0.999979,0,0,0.999979,0.999989,0.999937,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,4.995245,0.998986,0,0,6.999405,2.999334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.997528,0,0.999778,0,11.99898,43.997228,5.999556,0,0.999968,0,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S195,C,5.999364,0,0,0,2.996115,0,0,0,0,0.999746,0,0,37.994376,163.993112,0,0,412.860406,5.999748,7.999408,0,408.735377,9.99989,0,50.65422,2.99385,19.99492,0.999514,0.994681,2.998059,0,0,61.98822,119.96832,0,0,31.991872,974.876175,0,0,5.99943,29.99112,26.997138,137.985372,406.974359,29.99967,12.999454,280.996909,0,323.685396,0.999514,0,0.989362,0,0,0,187.944352,67.977016,15.996624,0,0,5.999052,229.96113,1033.846968,65.995116,10.999065,481.974454,0,0.999926,14.99937,844.96451,41.972826,0,2.999028,0,0,0,0.998705,0,0,0,0,0,0,0.999894,15.99864,0.999926,0,108.997711,0,6.999776,0,396.995633,2.999937,0,124.998625,0,0,0,0,0,0,0,5.996766,0,195.96276,35.991252,0,0,0,0,7.99932,0.999852,80.976024,0,27.996752,19.9981,43.99626,0,0,0,114.99632,0,0,2.989557,0,0,0,0,0,0,904.713115,0,0,0,0,0,0,51.998908,0,88.994393,0,0.999989,10.999879,0,0,0,6.99867,0.99741,0,0,0.997961,0,4.994135,0,0,0,0,135.98844,0,0,0,22.998781,0,0,280.991008,334.93568,0,84.4237,0,48.974618,4.996885,0,0,7.94576,0,0,2.997087,22.981048,0,0,27.997928,0,0,0,18.998803,0,0.999905,81.998278,218.929044,123.993428,0,0.998305,4.996765,0,0,0,0.999353,0,0,0,0,0,335.891136,104.9811,0,190.993888,620.954046,124.992125,666.971986,0,304.98719,4.99984,14.999835,0,291.990656,218.995401,0,0,0,0,0,0,0.999029,0,0,0.999429,54.98196,80.981208,19.99704,0,449.9667,135.992792,43.997668,0.999989,644.965815,670.978528,72.997664,190.69824,153.80057,0
S196,A,0,0,0,0,0,0,0,0,0,0.999746,0,0,0.999852,0,0.999926,0,0.999662,0.999958,0,0.99322,0,0,0.998705,0,0,0,0,0,0,0,0,1.99962,0,0,0,0,0,0,0,0,0.999704,0.999894,0.999894,0,0,0,0,0,0,0,0,0,0,0.991525,0,0,0,0,0.999842,0,0,0,0.999852,0,0.999915,0,0,0,0,0,0,0,0,0,0,0,0.998705,1.975178,0,0,0.99982,0,0,0.999894,0,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0.999353,1.978724,0,0.999694,0,0,0,0,0,0.999958,0,0,0,0,0,0,0.999915,0,0.999979,0.999958,0.999968,0,0,0,0,0,0,0.997781,0,0,0,0,0.99981,0.999926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994173,0.997961,0.998381,0,0,0,0.99944,0,0,0,0,0,0.999947,0,0,0.999968,0.999808,0,0.99322,0,0,0,0,0,0,0,1.99626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999353,0,0,0,0.998119,0,0.999676,0.99982,0,0,0,0,0.999958,0,0,0,0.999989,0,0,0,0,0,0,0,0.999353,0.99661,0,0.998288,0,0.999429,0,0,0,0.999926,0.999926,0,0.999947,0.999989,0,0,0,0,0,0
S197,C,0,0,0,0,0,0,0,0,0.999746,3.998984,2.999493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,0.999968,0,0,0,0,3.999956,3.9661,0,0,0,0,0,0,0,0,0,0,0,4.998625,0,0,0,4.99926,0,0,0,2.999715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S198,C,0.999894,0,0,1.980434,0.998705,2.978724,0.999676,0.999736,0,0.999746,0,1.99964,0,0.999958,1.999852,0,0,0,1.999852,0.99322,0,0.999989,1.99741,1.98644,0.99795,0.999746,0,2.984043,1.998706,0.99661,0.99963,0,0,0,1.99981,0.999746,0.999873,0,0,0.999905,1.999408,1.999788,1.999788,0.999937,0.999989,0.999958,3.999956,0,1.998058,1.999028,1.999218,0.989362,1.999352,2.974575,0,0,0.999662,1.999578,2.999526,0,1.999684,0,0.999852,1.999852,0,0.999947,0,0.999926,0,1.999916,0.999353,1.985816,0.999676,0.999546,0.999353,0.994681,0,0.987589,3.99848,0,2.99946,1.999788,0.999789,0,0.999915,0,1.99983,0,1.999916,2.999904,1.999978,0.999989,0,0,0.999989,0,0,0.999609,0,0.985816,0,0.989362,0,0,0,0,0.999842,0.999725,0.999915,1.999916,0,0,0.999704,1.99983,1.999768,0.999905,0.999915,0.999947,0,1.999916,0.999968,0.999979,0.99981,2.989557,0.998705,0.996733,2.998059,0,0,0.999683,0,0.999704,0,2.999778,0.999979,1.99983,0,0,0.999989,0,0.999989,0,1.999978,0.996115,2.988345,0,1.99962,1.99482,0.99741,2.982519,0,1.996762,0,0.999049,0.998986,0.99944,1.999746,1.99983,0.999778,0.999947,0.999937,0.999947,0,0,1.999936,1.999616,0,0.99322,0.994915,1.998964,0.999377,0.987589,0,0,1.998058,0.99813,1.998058,0.999176,0.99982,0,0.999926,0,0.999937,0.999926,0.999937,0.999968,0,0.999979,0.999676,0,0.999676,0.998305,1.998706,1.99888,0,0.996454,0,0,1.99161,1.995266,1.996238,0.999134,1.999352,0,0,0,1.999852,0.999937,0.999958,1.999916,0,1.999936,0.999989,1.999874,0.999968,0,0,0.999609,1.999352,0.991135,0.999353,0,0.999029,0.998288,0,1.998858,0.999672,0.999768,0.999852,1.999852,0.999926,2.999841,0.999947,0,0,0,0.999968,0.99322,0,0
S199,B,0,0,0,0,0,0,0,0,0.999746,0,0,0,0,0,0.999926,0,0,0,0.999926,0.99322,0,0,0.998705,0,0.99795,0.999746,0.999514,0,0.999353,0.99661,0,0,0.999736,0,0,0.999746,0.999873,0,0,0,0.999704,0,0,0,0,0,0.999989,0,0,0,0,0.989362,0,0.991525,0,0.999704,0,0,0,0,0,0,0,0,0,0,0.999884,0,0,0,0,0,0,0,0,0.994681,0,0,0,0.999768,0,0.999894,0,0,0.999915,0,0,0,0,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0.999694,0,0,0,0,0,0,0.999915,0,0.999704,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0.999353,0,0,0,0,0.999704,0,0,0,0,0,0,0,0,0.999989,0,0,0.996115,0,0,0,0,0,0.994173,0.997961,0.998381,0,0,0,0,0,0.999915,0,0,0,0.999947,0,0,0,0.999808,0,0,0,0.999482,0,0.987589,0,0,0.999029,0,0.999029,0,0,0,0.999926,0,0,0.999926,0,0,0.999905,0,0.999676,0,0,0,0.999353,0,0,0,0,0,0,0,0.998119,0,0.999676,0,0,0,0,0,0,0,0,0,0,0,0.999968,0,0.999029,0,0,0,0,0,0,0,0,0,0,0,0.999852,0,0,0,0,0,0,0,0,0,0,0
